OBSERVATION_ID,OBSERVATION_DATE,OBSERVATION_YEAR,OBSERVATION_MONTH,DAY_OF_YEAR,SPECIES_ID,COMMON_NAME,SCIENTIFIC_NAME,PLANT_GROUP,PHENOPHASE_NAME,PHENOPHASE_ID,OBSERVATION_TYPE,OBSERVATION_COMMENT,LATITUDE,LONGITUDE,SITE_ID,SITE_NAME,SITE_CITY,SITE_STATE,SITE_COMMENT,OBSERVER_ID
37200,2014-10-07,2014,10,280,218,White oak,Quercus alba,deciduous,Bud Burst,40,Regular,,38.988786,-76.944114,13605,White Oak 1319,College Park,MD,,23119
37201,2014-10-15,2014,10,288,220,Sugar maple,Acer saccharum,deciduous,50% Leaf Fall,48,Regular,,41.13179,-73.52188,13076,New Canaan Country School,New Canaan,CT,,22331
37202,2014-09-17,2014,9,260,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Unfolding (None),110,Single,The locust tree has all leaves on branches; color is bright green. No human or animal interactions observed.,41.99799,-87.65709,13606,Loyola University Chicago,Chicago,IL,,23457
37203,2014-09-17,2014,9,260,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Changing Color (None),120,Single,The locust tree has all leaves on branches; color is bright green. No human or animal interactions observed.,41.99799,-87.65709,13606,Loyola University Chicago,Chicago,IL,,23457
37204,2014-09-17,2014,9,260,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Dropping (None),130,Single,The locust tree has all leaves on branches; color is bright green. No human or animal interactions observed.,41.99799,-87.65709,13606,Loyola University Chicago,Chicago,IL,,23457
37205,2014-09-17,2014,9,260,42,Black locust,Robinia pseudoacacia,occ_trees,Flowers (None),140,Single,The locust tree has all leaves on branches; color is bright green. No human or animal interactions observed.,41.99799,-87.65709,13606,Loyola University Chicago,Chicago,IL,,23457
37206,2014-09-17,2014,9,260,42,Black locust,Robinia pseudoacacia,occ_trees,Fruit (None),150,Single,The locust tree has all leaves on branches; color is bright green. No human or animal interactions observed.,41.99799,-87.65709,13606,Loyola University Chicago,Chicago,IL,,23457
37207,2014-09-24,2014,9,267,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Unfolding (None),110,Single,,41.99766,-87.65664,13608,Loyola University Chicago,Chicago,IL,,23457
37208,2014-09-24,2014,9,267,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Changing Color (Early),121,Single,,41.99766,-87.65664,13608,Loyola University Chicago,Chicago,IL,,23457
37209,2014-09-24,2014,9,267,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Dropping (None),130,Single,,41.99766,-87.65664,13608,Loyola University Chicago,Chicago,IL,,23457
37210,2014-09-24,2014,9,267,42,Black locust,Robinia pseudoacacia,occ_trees,Flowers (None),140,Single,,41.99766,-87.65664,13608,Loyola University Chicago,Chicago,IL,,23457
37211,2014-09-24,2014,9,267,42,Black locust,Robinia pseudoacacia,occ_trees,Fruit (None),150,Single,,41.99766,-87.65664,13608,Loyola University Chicago,Chicago,IL,,23457
37212,2014-09-17,2014,9,260,8855,Ginko,Ginko biloba,occ_trees,Leaves Unfolding (None),110,Single,"Tree has all leaves, they are bright green and no fruits or flowers visible on branches. ",41.99799,-87.65709,13609,Loyola University Chicago,Chicago,IL,,23457
37213,2014-09-17,2014,9,260,8855,Ginko,Ginko biloba,occ_trees,Leaves Changing Color (None),120,Single,"Tree has all leaves, they are bright green and no fruits or flowers visible on branches. ",41.99799,-87.65709,13609,Loyola University Chicago,Chicago,IL,,23457
37214,2014-09-17,2014,9,260,8855,Ginko,Ginko biloba,occ_trees,Leaves Dropping (None),130,Single,"Tree has all leaves, they are bright green and no fruits or flowers visible on branches. ",41.99799,-87.65709,13609,Loyola University Chicago,Chicago,IL,,23457
37215,2014-09-17,2014,9,260,8855,Ginko,Ginko biloba,occ_trees,Flowers (None),140,Single,"Tree has all leaves, they are bright green and no fruits or flowers visible on branches. ",41.99799,-87.65709,13609,Loyola University Chicago,Chicago,IL,,23457
37216,2014-09-17,2014,9,260,8855,Ginko,Ginko biloba,occ_trees,Fruit (None),150,Single,"Tree has all leaves, they are bright green and no fruits or flowers visible on branches. ",41.99799,-87.65709,13609,Loyola University Chicago,Chicago,IL,,23457
37217,2014-09-17,2014,9,260,8854,Red dogwood,,occ_trees,Leaves Unfolding (None),110,Single,Plant had bright green leaves with no fruits or flowers were visible on the branches. It had red stems which made it really standout from other plants.,41.99799,-87.65709,13610,Loyola university chicago,Chicago,IL,,23459
37218,2014-09-17,2014,9,260,8854,Red dogwood,,occ_trees,Leaves Changing Color (None),120,Single,Plant had bright green leaves with no fruits or flowers were visible on the branches. It had red stems which made it really standout from other plants.,41.99799,-87.65709,13610,Loyola university chicago,Chicago,IL,,23459
37219,2014-09-17,2014,9,260,8854,Red dogwood,,occ_trees,Leaves Dropping (None),130,Single,Plant had bright green leaves with no fruits or flowers were visible on the branches. It had red stems which made it really standout from other plants.,41.99799,-87.65709,13610,Loyola university chicago,Chicago,IL,,23459
37220,2014-09-17,2014,9,260,8854,Red dogwood,,occ_trees,Flowers (None),140,Single,Plant had bright green leaves with no fruits or flowers were visible on the branches. It had red stems which made it really standout from other plants.,41.99799,-87.65709,13610,Loyola university chicago,Chicago,IL,,23459
37221,2014-09-17,2014,9,260,8854,Red dogwood,,occ_trees,Fruit (None),150,Single,Plant had bright green leaves with no fruits or flowers were visible on the branches. It had red stems which made it really standout from other plants.,41.99799,-87.65709,13610,Loyola university chicago,Chicago,IL,,23459
37222,2014-09-26,2014,9,269,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Unfolding (None),110,Single,"The leaves are all green and still on the tree. There is no life interaction with the tree, the bark is brown and has some patches that come off the tree. The leaves also alternate on the stem. ",41.99856,-87.65748,13611,Loyola University Chicago,Chicago,IL,,23123
37223,2014-09-26,2014,9,269,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Changing Color (None),120,Single,"The leaves are all green and still on the tree. There is no life interaction with the tree, the bark is brown and has some patches that come off the tree. The leaves also alternate on the stem. ",41.99856,-87.65748,13611,Loyola University Chicago,Chicago,IL,,23123
37224,2014-09-26,2014,9,269,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Dropping (None),130,Single,"The leaves are all green and still on the tree. There is no life interaction with the tree, the bark is brown and has some patches that come off the tree. The leaves also alternate on the stem. ",41.99856,-87.65748,13611,Loyola University Chicago,Chicago,IL,,23123
37225,2014-09-26,2014,9,269,42,Black locust,Robinia pseudoacacia,occ_trees,Flowers (None),140,Single,"The leaves are all green and still on the tree. There is no life interaction with the tree, the bark is brown and has some patches that come off the tree. The leaves also alternate on the stem. ",41.99856,-87.65748,13611,Loyola University Chicago,Chicago,IL,,23123
37226,2014-09-26,2014,9,269,42,Black locust,Robinia pseudoacacia,occ_trees,Fruit (None),150,Single,"The leaves are all green and still on the tree. There is no life interaction with the tree, the bark is brown and has some patches that come off the tree. The leaves also alternate on the stem. ",41.99856,-87.65748,13611,Loyola University Chicago,Chicago,IL,,23123
37227,2014-10-03,2014,10,276,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Unfolding (None),110,Single,"Some leaves beginning to change from green to golden, less than 10% of leaves have changed color (early phase) of color change. ",41.99799,-87.65709,13612,Loyola University Chicago,Chicago,IL,,23457
37228,2014-10-03,2014,10,276,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Changing Color (Early),121,Single,"Some leaves beginning to change from green to golden, less than 10% of leaves have changed color (early phase) of color change. ",41.99799,-87.65709,13612,Loyola University Chicago,Chicago,IL,,23457
37229,2014-10-03,2014,10,276,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Dropping (None),130,Single,"Some leaves beginning to change from green to golden, less than 10% of leaves have changed color (early phase) of color change. ",41.99799,-87.65709,13612,Loyola University Chicago,Chicago,IL,,23457
37230,2014-10-03,2014,10,276,42,Black locust,Robinia pseudoacacia,occ_trees,Flowers (None),140,Single,"Some leaves beginning to change from green to golden, less than 10% of leaves have changed color (early phase) of color change. ",41.99799,-87.65709,13612,Loyola University Chicago,Chicago,IL,,23457
37231,2014-10-03,2014,10,276,42,Black locust,Robinia pseudoacacia,occ_trees,Fruit (None),150,Single,"Some leaves beginning to change from green to golden, less than 10% of leaves have changed color (early phase) of color change. ",41.99799,-87.65709,13612,Loyola University Chicago,Chicago,IL,,23457
37232,2014-10-03,2014,10,276,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Unfolding (None),110,Single,"There is about 50% of green and golden leaves on the tree. There has been some leaves that have fallen, therefore there is an early leaf dropping. ",41.99856,-87.65748,13616,Loyola University Chicago,Chicago,IL,,23123
37233,2014-10-03,2014,10,276,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Changing Color (Middle),122,Single,"There is about 50% of green and golden leaves on the tree. There has been some leaves that have fallen, therefore there is an early leaf dropping. ",41.99856,-87.65748,13616,Loyola University Chicago,Chicago,IL,,23123
37234,2014-10-03,2014,10,276,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Dropping (Early),131,Single,"There is about 50% of green and golden leaves on the tree. There has been some leaves that have fallen, therefore there is an early leaf dropping. ",41.99856,-87.65748,13616,Loyola University Chicago,Chicago,IL,,23123
37235,2014-10-03,2014,10,276,42,Black locust,Robinia pseudoacacia,occ_trees,Flowers (None),140,Single,"There is about 50% of green and golden leaves on the tree. There has been some leaves that have fallen, therefore there is an early leaf dropping. ",41.99856,-87.65748,13616,Loyola University Chicago,Chicago,IL,,23123
37236,2014-10-03,2014,10,276,42,Black locust,Robinia pseudoacacia,occ_trees,Fruit (None),150,Single,"There is about 50% of green and golden leaves on the tree. There has been some leaves that have fallen, therefore there is an early leaf dropping. ",41.99856,-87.65748,13616,Loyola University Chicago,Chicago,IL,,23123
37237,2014-09-24,2014,9,267,8857,Red dogwood,,occ_trees,Leaves Unfolding (None),110,Single,"The colors of the leafs were still this nice shade a green, but i noticed that there were some spots of red which means a change will start fairly soon.",41.99799,-87.65709,13615,Loyola university chicago,Chicago,IL,,23459
37238,2014-09-24,2014,9,267,8857,Red dogwood,,occ_trees,Leaves Changing Color (Early),121,Single,"The colors of the leafs were still this nice shade a green, but i noticed that there were some spots of red which means a change will start fairly soon.",41.99799,-87.65709,13615,Loyola university chicago,Chicago,IL,,23459
37239,2014-09-24,2014,9,267,8857,Red dogwood,,occ_trees,Leaves Dropping (None),130,Single,"The colors of the leafs were still this nice shade a green, but i noticed that there were some spots of red which means a change will start fairly soon.",41.99799,-87.65709,13615,Loyola university chicago,Chicago,IL,,23459
37240,2014-09-24,2014,9,267,8857,Red dogwood,,occ_trees,Flowers (None),140,Single,"The colors of the leafs were still this nice shade a green, but i noticed that there were some spots of red which means a change will start fairly soon.",41.99799,-87.65709,13615,Loyola university chicago,Chicago,IL,,23459
37241,2014-09-24,2014,9,267,8857,Red dogwood,,occ_trees,Fruit (None),150,Single,"The colors of the leafs were still this nice shade a green, but i noticed that there were some spots of red which means a change will start fairly soon.",41.99799,-87.65709,13615,Loyola university chicago,Chicago,IL,,23459
37242,2014-10-15,2014,10,288,8856,Ginko,Ginko Biloba,occ_trees,Leaves Unfolding (None),110,Single,"Light green leaves still on the branches, no fruits or flowers. ",41.99799,-87.65709,13617,Loyola University Chicago,Chicago,IL,,23472
37243,2014-10-15,2014,10,288,8856,Ginko,Ginko Biloba,occ_trees,Leaves Changing Color (None),120,Single,"Light green leaves still on the branches, no fruits or flowers. ",41.99799,-87.65709,13617,Loyola University Chicago,Chicago,IL,,23472
37244,2014-10-15,2014,10,288,8856,Ginko,Ginko Biloba,occ_trees,Leaves Dropping (None),130,Single,"Light green leaves still on the branches, no fruits or flowers. ",41.99799,-87.65709,13617,Loyola University Chicago,Chicago,IL,,23472
37245,2014-10-15,2014,10,288,8856,Ginko,Ginko Biloba,occ_trees,Flowers (None),140,Single,"Light green leaves still on the branches, no fruits or flowers. ",41.99799,-87.65709,13617,Loyola University Chicago,Chicago,IL,,23472
37246,2014-10-15,2014,10,288,8856,Ginko,Ginko Biloba,occ_trees,Fruit (None),150,Single,"Light green leaves still on the branches, no fruits or flowers. ",41.99799,-87.65709,13617,Loyola University Chicago,Chicago,IL,,23472
37247,2014-10-10,2014,10,283,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Unfolding (None),110,Single,"All the leaves are golden. More than 50% of the leaves have fallen but there are a few spare leaves that still remain on the tree. ",41.99856,-87.65748,13619,Loyola University Chicago,Chicago,IL,,23123
37248,2014-10-10,2014,10,283,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Changing Color (Late),123,Single,"All the leaves are golden. More than 50% of the leaves have fallen but there are a few spare leaves that still remain on the tree. ",41.99856,-87.65748,13619,Loyola University Chicago,Chicago,IL,,23123
37249,2014-10-10,2014,10,283,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Dropping (Middle),132,Single,"All the leaves are golden. More than 50% of the leaves have fallen but there are a few spare leaves that still remain on the tree. ",41.99856,-87.65748,13619,Loyola University Chicago,Chicago,IL,,23123
37250,2014-10-10,2014,10,283,42,Black locust,Robinia pseudoacacia,occ_trees,Flowers (None),140,Single,"All the leaves are golden. More than 50% of the leaves have fallen but there are a few spare leaves that still remain on the tree. ",41.99856,-87.65748,13619,Loyola University Chicago,Chicago,IL,,23123
37251,2014-10-10,2014,10,283,42,Black locust,Robinia pseudoacacia,occ_trees,Fruit (None),150,Single,"All the leaves are golden. More than 50% of the leaves have fallen but there are a few spare leaves that still remain on the tree. ",41.99856,-87.65748,13619,Loyola University Chicago,Chicago,IL,,23123
37252,2014-10-13,2014,10,286,8862,Gingko Tree,Gingko Biloba,occ_trees,Leaves Unfolding (None),110,Single,Leaves are starting to yellow at the edges. Tree contains full canopy despite full yellowing and falling of a small amount of leaves.,41.99799,-87.65709,13620,Loyola University Chicago,Chicago,IL,,23465
37253,2014-10-13,2014,10,286,8862,Gingko Tree,Gingko Biloba,occ_trees,Leaves Changing Color (Early),121,Single,Leaves are starting to yellow at the edges. Tree contains full canopy despite full yellowing and falling of a small amount of leaves.,41.99799,-87.65709,13620,Loyola University Chicago,Chicago,IL,,23465
37254,2014-10-13,2014,10,286,8862,Gingko Tree,Gingko Biloba,occ_trees,Leaves Dropping (Early),131,Single,Leaves are starting to yellow at the edges. Tree contains full canopy despite full yellowing and falling of a small amount of leaves.,41.99799,-87.65709,13620,Loyola University Chicago,Chicago,IL,,23465
37255,2014-10-13,2014,10,286,8862,Gingko Tree,Gingko Biloba,occ_trees,Flowers (None),140,Single,Leaves are starting to yellow at the edges. Tree contains full canopy despite full yellowing and falling of a small amount of leaves.,41.99799,-87.65709,13620,Loyola University Chicago,Chicago,IL,,23465
37256,2014-10-13,2014,10,286,8862,Gingko Tree,Gingko Biloba,occ_trees,Fruit (None),150,Single,Leaves are starting to yellow at the edges. Tree contains full canopy despite full yellowing and falling of a small amount of leaves.,41.99799,-87.65709,13620,Loyola University Chicago,Chicago,IL,,23465
37257,2014-10-03,2014,10,276,8864,Ginko,Ginko biloba,occ_trees,Leaves Unfolding (None),110,Single,"Tree just beginning to change, less than 10% color change and no leaf drop observed yet. ",41.99799,-87.65709,13624,Loyola University Chicago,Chicago,IL,,23457
37258,2014-10-03,2014,10,276,8864,Ginko,Ginko biloba,occ_trees,Leaves Changing Color (Early),121,Single,"Tree just beginning to change, less than 10% color change and no leaf drop observed yet. ",41.99799,-87.65709,13624,Loyola University Chicago,Chicago,IL,,23457
37259,2014-10-03,2014,10,276,8864,Ginko,Ginko biloba,occ_trees,Leaves Dropping (None),130,Single,"Tree just beginning to change, less than 10% color change and no leaf drop observed yet. ",41.99799,-87.65709,13624,Loyola University Chicago,Chicago,IL,,23457
37260,2014-10-03,2014,10,276,8864,Ginko,Ginko biloba,occ_trees,Flowers (None),140,Single,"Tree just beginning to change, less than 10% color change and no leaf drop observed yet. ",41.99799,-87.65709,13624,Loyola University Chicago,Chicago,IL,,23457
37261,2014-10-03,2014,10,276,8864,Ginko,Ginko biloba,occ_trees,Fruit (None),150,Single,"Tree just beginning to change, less than 10% color change and no leaf drop observed yet. ",41.99799,-87.65709,13624,Loyola University Chicago,Chicago,IL,,23457
37262,2014-09-24,2014,9,267,8868,Ginko,Ginko biloba,occ_trees,Leaves Unfolding (None),110,Single,,41.99799,-87.65709,13626,Loyola University Chicago,Chicago,IL,,23184
37263,2014-09-24,2014,9,267,8868,Ginko,Ginko biloba,occ_trees,Leaves Changing Color (Early),121,Single,,41.99799,-87.65709,13626,Loyola University Chicago,Chicago,IL,,23184
37264,2014-09-24,2014,9,267,8868,Ginko,Ginko biloba,occ_trees,Leaves Dropping (None),130,Single,,41.99799,-87.65709,13626,Loyola University Chicago,Chicago,IL,,23184
37265,2014-09-24,2014,9,267,8868,Ginko,Ginko biloba,occ_trees,Flowers (None),140,Single,,41.99799,-87.65709,13626,Loyola University Chicago,Chicago,IL,,23184
37266,2014-09-24,2014,9,267,8868,Ginko,Ginko biloba,occ_trees,Fruit (None),150,Single,,41.99799,-87.65709,13626,Loyola University Chicago,Chicago,IL,,23184
37267,2014-10-08,2014,10,281,9,Switchgrass,Panicum virgatum,grasses,Full Fruiting,35,Regular,,35.8992,-79.0323,11074,FRC 5A,Chapel Hill,NC,,15160
37268,2014-09-17,2014,9,260,123,Obedient plant,Physostegia virginiana,wildflowers_herbs,Full Flower,22,Regular,,35.8992,-79.0323,11074,FRC 5A,Chapel Hill,NC,,15160
37269,2014-10-08,2014,10,281,123,Obedient plant,Physostegia virginiana,wildflowers_herbs,First Ripe Fruit,23,Regular,,35.8992,-79.0323,11074,FRC 5A,Chapel Hill,NC,,15160
37270,2014-09-17,2014,9,260,123,Obedient plant,Physostegia virginiana,wildflowers_herbs,Full Flower,22,Regular,,35.8992,-79.0323,11079,FRC 6B,Chapel Hill,NC,,15160
37271,2014-10-08,2014,10,281,123,Obedient plant,Physostegia virginiana,wildflowers_herbs,First Ripe Fruit,23,Regular,,35.8992,-79.0323,11080,FRC 6C,Chapel Hill,NC,,15160
37272,2014-10-08,2014,10,281,123,Obedient plant,Physostegia virginiana,wildflowers_herbs,First Ripe Fruit,23,Regular,,35.8992,-79.0323,11081,FRC 6D,Chapel Hill,NC,,15160
37273,2014-10-08,2014,10,281,126,Little bluestem,Schizachyrium scoparium,grasses,Full Fruiting,35,Regular,,35.8992,-79.0323,11077,FRC 5D,Chapel Hill,NC,,15160
37274,2014-08-13,2014,8,225,126,Little bluestem,Schizachyrium scoparium,grasses,First Flower Stalk,31,Regular,,35.8992,-79.0323,11078,FRC 6A,Chapel Hill,NC,,15160
37275,2014-10-08,2014,10,281,126,Little bluestem,Schizachyrium scoparium,grasses,Full Fruiting,35,Regular,,35.8992,-79.0323,11078,FRC 6A,Chapel Hill,NC,,15160
